4-C-R2-1	|	C	|	R2-1	|	13.14957	|	5.00000	|	0.76003	|	24.59140	|	0.760028	|	0.760028	|	4
4-C-R2-2	|	C	|	R2-2	|	14.27668	|	6.50000	|	0.84665	|	24.59140	|	0.84665	|	0.84665	|	4
4-C-R2-3	|	C	|	R2-3	|	15.02808	|	8.50000	|	1.04408	|	24.59140	|	1.044075	|	1.044075	|	4
4-C-R3-1	|	C	|	R3-1	|	15.77948	|	15.00000	|	1.47010	|	24.59140	|	1.470102	|	1.470102	|	4
4-C-R3-2	|	C	|	R3-2	|	15.77948	|	20.00000	|	1.56626	|	24.59140	|	1.566259	|	1.566259	|	4
4-C-R3-3	|	C	|	R3-3	|	18.03370	|	30.00000	|	2.15678	|	24.59140	|	2.156781	|	2.156781	|	4
4-C-R3-4	|	C	|	R3-4	|	18.03370	|	60.00000	|	2.51085	|	24.59140	|	2.510846	|	2.510846	|	4
4-C-P1	|	C	|	P1	|	16.40208	|	25.00000	|	0.79102	|	24.59140	|	0.78337	|	0.77476	|	4
4-C-P2	|	C	|	P2	|	16.40208	|	60.00000	|	0.79102	|	24.59140	|	0.78337	|	0.77476	|	4
4-C-P3-1	|	C	|	P3-1	|	17.17495	|	150.00000	|	1.18288	|	24.59140	|	1.17523	|	1.16662	|	4
4-C-P3-2	|	C	|	P3-2	|	17.17495	|	150.00000	|	1.18288	|	24.59140	|	1.17523	|	1.16662	|	4
4-P-R1	|	P	|	R1	|	39.49882	|	4.00000	|	3.16324	|	68.52031	|	3.163235	|	3.163235	|	4
4-P-R2-1	|	P	|	R2-1	|	41.03525	|	5.00000	|	3.16324	|	70.05675	|	3.163235	|	3.163235	|	4
4-P-R2-2	|	P	|	R2-2	|	46.19875	|	6.50000	|	3.35759	|	72.36141	|	3.357589	|	3.357589	|	4
4-P-R2-3	|	P	|	R2-3	|	51.17751	|	8.50000	|	3.53544	|	75.43428	|	3.535442	|	3.535442	|	4
4-P-R3-1	|	P	|	R3-1	|	63.07024	|	15.00000	|	5.27169	|	85.42113	|	5.271685	|	5.271685	|	4
4-P-R3-2	|	P	|	R3-2	|	70.75243	|	20.00000	|	5.27169	|	93.10332	|	5.271685	|	5.271685	|	4
4-P-R3-3	|	P	|	R3-3	|	91.83448	|	30.00000	|	5.57337	|	108.46769	|	5.573367	|	5.573367	|	4
4-P-R3-4	|	P	|	R3-4	|	137.92761	|	60.00000	|	6.73224	|	154.56083	|	6.732244	|	6.732244	|	4
4-P-P1	|	P	|	P1	|	85.38809	|	25.00000	|	3.51838	|	106.15981	|	3.49896	|	3.47713	|	4
4-P-P2	|	P	|	P2	|	85.38809	|	60.00000	|	3.51838	|	106.15981	|	3.49896	|	3.47713	|	4
4-P-P3-1	|	P	|	P3-1	|	274.02885	|	150.00000	|	4.71513	|	292.84022	|	4.69572	|	4.67388	|	4
4-P-P3-2	|	P	|	P3-2	|	274.02885	|	150.00000	|	4.71513	|	292.84022	|	4.69572	|	4.67388	|	4
4-Q-R1	|	Q	|	R1	|	39.49882	|	4.00000	|	2.29919	|	68.52031	|	2.299185	|	2.299185	|	4
4-Q-R2-1	|	Q	|	R2-1	|	41.03525	|	5.00000	|	2.29919	|	70.05675	|	2.299185	|	2.299185	|	4
4-Q-R2-2	|	Q	|	R2-2	|	46.19875	|	6.50000	|	2.49354	|	72.36141	|	2.49354	|	2.49354	|	4
4-Q-R2-3	|	Q	|	R2-3	|	51.17751	|	8.50000	|	2.67139	|	75.43428	|	2.671393	|	2.671393	|	4
